Order_ID,Order_Date,Product,Region,Customer_ID,Units_Sold,Unit_Price,Revenue,Cost,Profit
102,2022-04-12,Laptop,South,1020,6,23418,140508,78533.54135512363,61974.45864487637
103,2022-04-13,Laptop,West,1406,9,47194,424746,333609.7151763287,91136.28482367127
104,2022-04-14,Laptop,Central,1618,2,20040,40080,22150.11132763344,17929.88867236656
105,2022-04-15,Laptop,North,1335,2,12080,24160,16194.88760036428,7965.112399635716
106,2022-04-16,Headphones,West,1814,3,38902,116706,78635.84224387445,38070.15775612555
107,2022-04-17,Tablet,East,1116,7,39078,273546,176953.4439287989,96592.5560712011
108,2022-04-18,Tablet,West,1123,6,25417,152502,105748.4819695386,46753.5180304614
109,2022-04-19,Laptop,Central,1398,8,22818,182544,103858.0469502001,78685.95304979986
110,2022-04-20,Tablet,North,1792,8,10679,85432,56880.51285821095,28551.48714178905
111,2022-04-21,Tablet,North,1803,6,12751,76506,46795.04611977573,29710.95388022427
112,2022-04-22,Laptop,Central,1714,3,46399,139197,97229.12926158127,41967.87073841873
113,2022-04-23,Tablet,Central,1050,3,19993,59979,32530.63407239344,27448.36592760656
114,2022-04-24,Smartwatch,East,1782,1,20966,20966,14073.70477643694,6892.295223563062
115,2022-04-25,Mobile,North,1323,7,30706,214942,119417.7142180407,95524.28578195928
116,2022-04-26,Mobile,West,1788,5,45975,229875,134153.4222400707,95721.57775992929
117,2022-04-27,Laptop,South,1140,4,20124,80496,45529.57922605415,34966.42077394585
118,2022-04-28,Headphones,South,1469,4,27064,108256,60065.9860092436,48190.0139907564
119,2022-04-29,Laptop,Central,1786,4,22912,91648,68526.4271865896,23121.5728134104
120,2022-04-30,Headphones,East,1801,6,28490,170940,100121.6554847858,70818.34451521422
121,2022-05-01,Mobile,South,1333,8,36017,288136,224209.3214033885,63926.67859661148
122,2022-05-02,Laptop,North,1892,8,13656,109248,86412.75991227344,22835.24008772656
123,2022-05-03,Camera,Central,1963,5,23564,117820,79101.77257039664,38718.22742960336
124,2022-05-04,Smartwatch,West,1372,6,26211,157266,85379.76436714444,71886.23563285556
125,2022-05-05,Tablet,Central,1563,4,30606,122424,74968.10824425056,47455.89175574944
126,2022-05-06,Headphones,West,1493,9,17089,153801,113708.1059505656,40092.89404943438
127,2022-05-07,Camera,Central,1538,8,24236,193888,118313.7960816853,75574.20391831471
128,2022-05-08,Tablet,Central,1668,1,21475,21475,11298.10842891572,10176.89157108428
129,2022-05-09,Tablet,Central,1750,2,36718,73436,48984.41701567673,24451.58298432327
130,2022-05-10,Laptop,West,1155,9,7714,69426,52315.00807078912,17110.99192921088
131,2022-05-11,Tablet,West,1290,8,31081,248648,183695.6512931373,64952.34870686271
132,2022-05-12,Smartwatch,Central,1647,3,20695,62085,34304.2560464979,27780.7439535021
133,2022-05-13,Camera,South,1143,8,45082,360656,253118.9784326628,107537.0215673372
134,2022-05-14,Tablet,East,1105,1,27627,27627,15641.06138578099,11985.93861421901
135,2022-05-15,Laptop,East,1419,4,5641,22564,12759.09044289057,9804.909557109435
136,2022-05-16,Smartwatch,East,1669,3,29384,88152,67191.3524881196,20960.64751188039
137,2022-05-17,Mobile,West,1657,6,25385,152310,87563.12345755934,64746.87654244066
138,2022-05-18,Camera,West,1001,7,3208,22456,13001.44472402254,9454.555275977462
139,2022-05-19,Tablet,South,1944,4,18875,75500,37764.79930074344,37735.20069925656
140,2022-05-20,Laptop,East,1588,7,15588,109116,83059.176698292,26056.82330170801
141,2022-05-21,Mobile,East,1643,9,45102,405918,299477.5504164677,106440.4495835323
142,2022-05-22,Mobile,Central,1089,2,45546,91092,62689.39420658402,28402.60579341598
143,2022-05-23,Headphones,West,1344,3,10514,31542,22870.46481784769,8671.53518215231
144,2022-05-24,Smartwatch,East,1349,5,3773,18865,10293.01886733891,8571.981132661089
145,2022-05-25,Tablet,South,1458,3,47635,142905,91101.51998536124,51803.48001463876
146,2022-05-26,Laptop,South,1262,8,37806,302448,183091.6803794592,119356.3196205408
147,2022-05-27,Headphones,East,1350,8,31381,251048,132586.7228091314,118461.2771908686
148,2022-05-28,Smartwatch,West,1107,8,31986,255888,165262.4872802029,90625.51271979706
149,2022-05-29,Headphones,South,1585,9,13041,117369,91104.38760631943,26264.61239368057
150,2022-05-30,Camera,Central,1038,4,9212,36848,18866.829525634,17981.170474366
151,2022-05-31,Smartwatch,South,1908,5,9668,48340,28396.766167487,19943.233832513
152,2022-06-01,Smartwatch,North,1158,5,4051,20255,11388.62249885396,8866.377501146042
153,2022-06-02,Tablet,North,1582,8,12797,102376,58502.15054470379,43873.84945529621
154,2022-06-03,Smartwatch,West,1958,7,44233,309631,239199.3496198888,70431.65038011115
155,2022-06-04,Headphones,East,1311,9,27628,248652,159241.8919420394,89410.10805796058
156,2022-06-05,Smartwatch,West,1240,8,3332,26656,17056.90314539714,9599.096854602856
157,2022-06-06,Tablet,West,1937,2,28983,57966,42209.25830716887,15756.74169283113
158,2022-06-07,Tablet,West,1444,4,22563,90252,49308.96911875577,40943.03088124423
159,2022-06-08,Camera,West,1297,6,23463,140778,90967.87260584909,49810.12739415091
160,2022-06-09,Headphones,Central,1951,2,13922,27844,17513.75249059604,10330.24750940396
161,2022-06-10,Mobile,Central,1035,7,33420,233940,158862.3860839454,75077.61391605457
162,2022-06-11,Mobile,South,1083,3,11656,34968,27969.7601301784,6998.239869821598
163,2022-06-12,Smartwatch,North,1451,3,11608,34824,25450.58648625396,9373.413513746036
164,2022-06-13,Camera,West,1885,2,32345,64690,40066.37969845921,24623.62030154079
165,2022-06-14,Laptop,South,1774,8,3300,26400,19754.22017401045,6645.779825989546
166,2022-06-15,Smartwatch,North,1821,6,38578,231468,127588.057031764,103879.942968236
167,2022-06-16,Camera,East,1384,1,43212,43212,22000.91904383484,21211.08095616516
168,2022-06-17,Headphones,Central,1171,1,3110,3110,1745.750331509167,1364.249668490833
169,2022-06-18,Headphones,North,1375,7,12567,87969,52968.19925394459,35000.80074605541
170,2022-06-19,Headphones,East,1684,8,34372,274976,179607.23630896,95368.76369104002
171,2022-06-20,Headphones,North,1361,5,11228,56140,38430.00498499489,17709.99501500511
172,2022-06-21,Headphones,Central,1558,5,30066,150330,116232.4072406532,34097.59275934679
173,2022-06-22,Camera,Central,1890,4,30283,121132,79093.89076545982,42038.10923454018
174,2022-06-23,Camera,South,1140,6,21083,126498,82272.10994815966,44225.89005184034
175,2022-06-24,Tablet,West,1886,6,20738,124428,64089.49116787621,60338.50883212379
176,2022-06-25,Mobile,North,1917,3,7763,23289,11888.41654494324,11400.58345505676
177,2022-06-26,Headphones,North,1117,9,2414,21726,14455.35039977853,7270.64960022147
178,2022-06-27,Laptop,East,1276,7,24249,169743,107184.8257045841,62558.17429541588
179,2022-06-28,Camera,Central,1725,1,19956,19956,15002.00518866805,4953.994811331946
180,2022-06-29,Laptop,North,1219,7,26082,182574,100087.7743497541,82486.22565024588
181,2022-06-30,Laptop,Central,1904,5,906,4530,2298.93648881707,2231.06351118293
182,2022-07-01,Laptop,North,1025,5,14189,70945,45029.61661724083,25915.38338275917
183,2022-07-02,Tablet,South,1520,2,33434,66868,38197.91483987299,28670.08516012701
184,2022-07-03,Camera,West,1782,4,33776,135104,69562.93008867108,65541.06991132892
185,2022-07-04,Laptop,North,1009,6,36932,221592,158965.5550737419,62626.44492625806
186,2022-07-05,Headphones,Central,1983,7,20373,142611,76079.8167950709,66531.1832049291
187,2022-07-06,Smartwatch,South,1377,5,13550,67750,46239.09383765796,21510.90616234204
188,2022-07-07,Laptop,North,1632,9,1180,10620,6205.424504031709,4414.575495968291
189,2022-07-08,Tablet,East,1636,3,19408,58224,32142.49021076124,26081.50978923876
190,2022-07-09,Camera,West,1681,1,19004,19004,11667.03938246761,7336.960617532388
191,2022-07-10,Tablet,North,1583,4,22144,88576,65584.65832241731,22991.34167758269
192,2022-07-11,Laptop,South,1151,9,37625,338625,209144.3062437933,129480.6937562067
193,2022-07-12,Camera,East,1719,4,1863,7452,5404.420627776237,2047.579372223763
194,2022-07-13,Smartwatch,South,1048,2,42791,85582,46012.81047579947,39569.18952420053
195,2022-07-14,Laptop,South,1153,5,35560,177800,130119.6275249353,47680.37247506468
196,2022-07-15,Tablet,East,1858,3,2038,6114,3491.583104543775,2622.416895456225
197,2022-07-16,Mobile,South,1292,9,36676,330084,232120.9901658716,97963.0098341284
198,2022-07-17,Headphones,East,1579,4,42020,168080,112568.9691213024,55511.03087869759
199,2022-07-18,Tablet,North,1049,6,26175,157050,122301.6533514286,34748.34664857136
200,2022-07-19,Camera,East,1663,2,18787,37574,23152.97688712133,14421.02311287867
201,2022-07-20,Laptop,East,1530,6,674,4044,2102.271607093943,1941.728392906057
202,2022-07-21,Headphones,West,1611,3,27232,81696,41317.47796427854,40378.52203572146
203,2022-07-22,Laptop,East,1059,9,35498,319482,238990.9280330092,80491.07196699083
204,2022-07-23,Camera,East,1166,2,37555,75110,49378.86812342505,25731.13187657495
205,2022-07-24,Laptop,North,1201,9,12612,113508,83152.92055070442,30355.07944929558
206,2022-07-25,Mobile,West,1856,5,40374,201870,115132.0487622973,86737.95123770265
207,2022-07-26,Headphones,Central,1145,8,10189,81512,49194.53987928241,32317.46012071759
208,2022-07-27,Headphones,North,1914,2,45314,90628,46132.47611923022,44495.52388076978
209,2022-07-28,Camera,North,1675,6,20055,120330,94873.91142480087,25456.08857519913
210,2022-07-29,Mobile,Central,1969,3,34419,103257,72317.11093266177,30939.88906733823
211,2022-07-30,Tablet,East,1992,5,8119,40595,31662.53816127671,8932.461838723288
212,2022-07-31,Laptop,South,1438,8,6533,52264,30294.77127136191,21969.22872863809
213,2022-08-01,Smartwatch,West,1241,1,41828,41828,28586.88997910409,13241.11002089591
214,2022-08-02,Laptop,South,1580,5,5446,27230,19157.66624098256,8072.333759017441
215,2022-08-03,Laptop,Central,1686,3,25118,75354,44855.5920339631,30498.4079660369
216,2022-08-04,Tablet,North,1560,4,35175,140700,106148.6908100097,34551.30918999025
217,2022-08-05,Laptop,North,1482,2,36758,73516,57647.45663197239,15868.54336802761
218,2022-08-06,Mobile,West,1107,9,19419,174771,133779.6041324545,40991.39586754548
219,2022-08-07,Mobile,North,1225,3,4673,14019,10117.79398070822,3901.20601929178
220,2022-08-08,Headphones,North,1672,2,44333,88666,51713.50498774783,36952.49501225217
221,2022-08-09,Camera,West,1630,9,26900,242100,141503.773138132,100596.226861868
222,2022-08-10,Smartwatch,West,1660,7,5269,36883,29100.98560970337,7782.014390296634
223,2022-08-11,Laptop,Central,1976,6,38064,228384,114896.6442959331,113487.3557040669
224,2022-08-12,Laptop,North,1661,1,46314,46314,33105.94153822101,13208.05846177899
225,2022-08-13,Tablet,North,1431,5,14711,73555,52361.8809460257,21193.1190539743
226,2022-08-14,Camera,Central,1804,3,23755,71265,48945.2910407362,22319.7089592638
227,2022-08-15,Mobile,East,1654,1,28462,28462,22685.14339319731,5776.856606802688
228,2022-08-16,Smartwatch,East,1418,4,19856,79424,47143.21369182943,32280.78630817057
229,2022-08-17,Headphones,East,1987,2,20806,41612,25050.07275884939,16561.92724115061
230,2022-08-18,Mobile,Central,1454,2,5497,10994,5757.357938798329,5236.642061201671
231,2022-08-19,Camera,North,1159,3,17876,53628,33937.91353997026,19690.08646002974
232,2022-08-20,Headphones,Central,1522,8,41380,331040,191445.2512374353,139594.7487625647
233,2022-08-21,Tablet,Central,1649,8,38555,308440,185994.2583259018,122445.7416740982
234,2022-08-22,Tablet,East,1968,7,11078,77546,58188.31121414887,19357.68878585113
235,2022-08-23,Laptop,South,1589,6,19124,114744,89574.3705060597,25169.6294939403
236,2022-08-24,Camera,North,1076,9,39694,357246,198528.7191124694,158717.2808875306
237,2022-08-25,Smartwatch,East,1508,4,44867,179468,109790.0298784112,69677.97012158878
238,2022-08-26,Headphones,South,1440,1,889,889,692.1657709161756,196.8342290838244
239,2022-08-27,Mobile,South,1253,8,34267,274136,142151.1772538502,131984.8227461498
240,2022-08-28,Camera,West,1920,7,46080,322560,170217.5435842819,152342.4564157181
241,2022-08-29,Camera,North,1769,7,48867,342069,187740.2252660357,154328.7747339643
242,2022-08-30,Tablet,South,1319,3,2355,7065,4794.053601931911,2270.946398068089
243,2022-08-31,Laptop,East,1802,4,41393,165572,90260.19845650152,75311.80154349848
244,2022-09-01,Laptop,West,1262,9,14294,128646,101684.7462504333,26961.25374956666
245,2022-09-02,Headphones,North,1596,6,36031,216186,137065.0280369731,79120.97196302685
246,2022-09-03,Tablet,Central,1657,5,5486,27430,17841.99129572152,9588.008704278483
247,2022-09-04,Camera,East,1834,3,32798,98394,56477.91835306715,41916.08164693285
248,2022-09-05,Smartwatch,South,1553,9,1981,17829,11433.52510219766,6395.474897802342
249,2022-09-06,Tablet,South,1373,5,4231,21155,14778.33486953079,6376.665130469206
250,2022-09-07,Headphones,East,1636,5,17335,86675,62869.9835036475,23805.0164963525
251,2022-09-08,Headphones,South,1166,4,28298,113192,82195.55080543015,30996.44919456985
252,2022-09-09,Tablet,West,1936,4,26613,106452,71681.29941855333,34770.70058144667
253,2022-09-10,Headphones,North,1752,1,19977,19977,15408.41856751569,4568.581432484314
254,2022-09-11,Tablet,West,1458,7,17766,124362,92677.34241200471,31684.65758799529
255,2022-09-12,Mobile,South,1998,9,21292,191628,139335.4848370405,52292.51516295952
256,2022-09-13,Tablet,Central,1279,3,20952,62856,32476.54220122411,30379.45779877589
257,2022-09-14,Tablet,North,1699,2,44026,88052,44207.68549880937,43844.31450119063
258,2022-09-15,Headphones,North,1301,3,49579,148737,83848.13120046692,64888.86879953308
259,2022-09-16,Headphones,East,1530,1,41834,41834,29244.35380833261,12589.64619166739
260,2022-09-17,Laptop,East,1579,6,12389,74334,46336.78624157855,27997.21375842145
261,2022-09-18,Laptop,Central,1217,7,24835,173845,107909.3948443667,65935.60515563333
262,2022-09-19,Mobile,North,1101,2,11754,23508,17992.46057055053,5515.539429449469
263,2022-09-20,Laptop,Central,1553,8,21574,172592,132666.0949254311,39925.9050745689
264,2022-09-21,Tablet,East,1287,6,11942,71652,55369.26780599026,16282.73219400974
265,2022-09-22,Headphones,East,1166,4,46789,187156,111201.2495864739,75954.75041352607
266,2022-09-23,Laptop,North,1620,5,37827,189135,133778.3523427321,55356.64765726792
267,2022-09-24,Laptop,West,1035,8,16699,133592,77682.40598584167,55909.59401415833
268,2022-09-25,Mobile,South,1743,3,7791,23373,13023.03708853473,10349.96291146527
269,2022-09-26,Camera,East,1740,3,41428,124284,69026.05809868814,55257.94190131186
270,2022-09-27,Mobile,East,1352,4,612,2448,1475.243836762224,972.7561632377765
271,2022-09-28,Tablet,West,1675,1,22015,22015,13847.15509983583,8167.844900164167
272,2022-09-29,Headphones,West,1898,9,20081,180729,135417.4838206835,45311.51617931653
273,2022-09-30,Mobile,Central,1072,8,49192,393536,210922.4384082632,182613.5615917368
274,2022-10-01,Laptop,Central,1647,8,27000,216000,155623.1949111891,60376.80508881086
275,2022-10-02,Headphones,South,1352,6,32526,195156,128692.9845700584,66463.01542994157
276,2022-10-03,Headphones,South,1890,7,17023,119161,69874.05649358418,49286.94350641582
277,2022-10-04,Laptop,North,1069,6,1924,11544,7478.732785154079,4065.267214845921
278,2022-10-05,Mobile,Central,1424,9,20052,180468,106472.9836345559,73995.01636544408
279,2022-10-06,Laptop,East,1998,3,11308,33924,23028.44527485129,10895.55472514871
280,2022-10-07,Camera,Central,1707,3,39311,117933,74315.85460622625,43617.14539377375
281,2022-10-08,Headphones,East,1780,3,7489,22467,12341.60970654455,10125.39029345545
282,2022-10-09,Smartwatch,West,1560,3,24120,72360,38710.78538245507,33649.21461754493
283,2022-10-10,Smartwatch,Central,1827,9,39529,355761,236228.400764899,119532.599235101
284,2022-10-11,Tablet,West,1641,4,1387,5548,4275.976252601391,1272.023747398609
285,2022-10-12,Laptop,South,1955,7,32302,226114,136389.0945014913,89724.90549850866
286,2022-10-13,Laptop,South,1516,9,19988,179892,129504.2565865476,50387.74341345235
287,2022-10-14,Tablet,North,1427,7,30513,213591,149000.7412388819,64590.25876111808
288,2022-10-15,Tablet,Central,1538,9,49701,447309,348662.3691494579,98646.6308505421
289,2022-10-16,Tablet,West,1159,3,16902,50706,37841.59903895107,12864.40096104893
290,2022-10-17,Headphones,East,1148,4,21705,86820,58167.80057345169,28652.19942654831
291,2022-10-18,Camera,South,1775,8,26549,212392,148060.4064742815,64331.59352571846
292,2022-10-19,Laptop,South,1229,6,12753,76518,58881.82069502315,17636.17930497685
293,2022-10-20,Headphones,East,1711,5,19490,97450,60404.93166739904,37045.06833260096
294,2022-10-21,Tablet,West,1561,4,8346,33384,19964.91433810681,13419.08566189319
295,2022-10-22,Laptop,West,1066,8,25527,204216,102770.3388766936,101445.6611233064
296,2022-10-23,Headphones,Central,1811,1,39700,39700,29694.22329362034,10005.77670637966
297,2022-10-24,Camera,Central,1380,9,46720,420480,311278.9094716821,109201.0905283179
298,2022-10-25,Headphones,North,1057,1,46663,46663,24793.74835343221,21869.25164656779
299,2022-10-26,Camera,South,1258,8,4265,34120,22964.71215327432,11155.28784672568
300,2022-10-27,Tablet,Central,1341,4,16450,65800,42058.99872181435,23741.00127818565
301,2022-10-28,Camera,West,1837,9,45770,411930,220634.9513139205,191295.0486860795
302,2022-10-29,Laptop,East,1129,5,10241,51205,40665.49881999331,10539.50118000669
303,2022-10-30,Tablet,West,1726,3,23242,69726,39353.96563478097,30372.03436521903
304,2022-10-31,Laptop,South,1171,9,25203,226827,117988.6582102205,108838.3417897795
305,2022-11-01,Smartwatch,West,1769,9,39209,352881,239413.601437804,113467.398562196
306,2022-11-02,Mobile,North,1613,4,38123,152492,110047.3771988111,42444.62280118886
307,2022-11-03,Camera,South,1208,4,23431,93724,47774.21886119797,45949.78113880203
308,2022-11-04,Mobile,East,1802,8,24080,192640,134388.6097773121,58251.39022268794
309,2022-11-05,Mobile,North,1353,2,15666,31332,20669.33071719329,10662.66928280671
310,2022-11-06,Camera,South,1470,9,29740,267660,142121.9736826486,125538.0263173514
311,2022-11-07,Tablet,East,1797,6,26491,158946,87699.59404353495,71246.40595646505
312,2022-11-08,Smartwatch,North,1115,9,39056,351504,235645.5712211375,115858.4287788625
313,2022-11-09,Laptop,North,1263,8,33469,267752,157681.103120023,110070.896879977
314,2022-11-10,Headphones,South,1661,7,11061,77427,60508.79157668564,16918.20842331436
315,2022-11-11,Laptop,Central,1811,1,17401,17401,12974.56961997559,4426.430380024409
316,2022-11-12,Headphones,North,1441,3,41005,123015,97805.55597278348,25209.44402721652
317,2022-11-13,Laptop,North,1547,2,30520,61040,35275.09240285998,25764.90759714002
318,2022-11-14,Camera,East,1452,5,26417,132085,104468.2838114362,27616.71618856376
319,2022-11-15,Smartwatch,West,1844,5,2488,12440,7829.364802062094,4610.635197937906
320,2022-11-16,Headphones,South,1476,5,48709,243545,147163.4395014065,96381.56049859346
321,2022-11-17,Tablet,South,1286,4,45005,180020,92729.17655350688,87290.82344649312
